SYMBOL	ENSEMBL
SPTLC3	ENSG00000172296
COPRS	ENSG00000172301
TP53RK	ENSG00000172315
B3GALT1	ENSG00000172318
OR5A1	ENSG00000172320
CLEC12A	ENSG00000172322
OR5A2	ENSG00000172324
BPGM	ENSG00000172331
POP7	ENSG00000172336
ALG14	ENSG00000172339
SUCLG2	ENSG00000172340
STARD5	ENSG00000172345
CSDC2	ENSG00000172346
RCAN2	ENSG00000172348
IL16	ENSG00000172349
ABCG4	ENSG00000172350
GNB2	ENSG00000172354
CFAP53	ENSG00000172361
OR5B12	ENSG00000172362
OR5B2	ENSG00000172365
MCRIP2	ENSG00000172366
LOC100287175	ENSG00000172366
PDZD3	ENSG00000172367
C2CD2L	ENSG00000172375
OR9I1	ENSG00000172377
ARNT2	ENSG00000172379
GNG12	ENSG00000172380
PRSS27	ENSG00000172382
MYOZ2	ENSG00000172399
SYNPO2	ENSG00000172403
DNAJB7	ENSG00000172404
CLP1	ENSG00000172409
INSL5	ENSG00000172410
EFCAB3	ENSG00000172421
TTC36	ENSG00000172425
RSPH9	ENSG00000172426
COPS9	ENSG00000172428
GTPBP2	ENSG00000172432
FGGY	ENSG00000172456
OR9G4	ENSG00000172457
IL17D	ENSG00000172458
OR5AR1	ENSG00000172459
PRSS30P	ENSG00000172460
FUT9	ENSG00000172461
OR5AP2	ENSG00000172464
TCEAL1	ENSG00000172465
ZNF24	ENSG00000172466
MANEA	ENSG00000172469
RAB40A	ENSG00000172476
MAB21L4	ENSG00000172478
AGXT	ENSG00000172482
OR8J1	ENSG00000172487
OR5T3	ENSG00000172489
AFF1	ENSG00000172493
ACOT12	ENSG00000172497
FIBP	ENSG00000172500
CARNS1	ENSG00000172508
OR10H5	ENSG00000172519
BANP	ENSG00000172530
PPP1CA	ENSG00000172531
HCFC1	ENSG00000172534
FAM170B	ENSG00000172538
CTSW	ENSG00000172543
NIPAL4	ENSG00000172548
MUCL1	ENSG00000172551
SNTG2	ENSG00000172554
FNDC9	ENSG00000172568
PDE3A	ENSG00000172572
RASGRP1	ENSG00000172575
KLHL6	ENSG00000172578
CHCHD1	ENSG00000172586
MRPL52	ENSG00000172590
SMPDL3A	ENSG00000172594
RND1	ENSG00000172602
RAD9A	ENSG00000172613
LOC100130987	ENSG00000172613
EFEMP2	ENSG00000172638
OR10AD1	ENSG00000172640
WASHC2C	ENSG00000172661
TMEM134	ENSG00000172663
ZMAT3	ENSG00000172667
ZFAND4	ENSG00000172671
THEMIS	ENSG00000172673
MOS	ENSG00000172680
ZNF738	ENSG00000172687
MS4A10	ENSG00000172689
SLFN11	ENSG00000172716
FAM71D	ENSG00000172717
CCL19	ENSG00000172724
CORO1B	ENSG00000172725
FUT10	ENSG00000172728
LRRC20	ENSG00000172731
MUS81	ENSG00000172732
PURG	ENSG00000172733
TMEM217	ENSG00000172738
OR4D9	ENSG00000172742
ZNF596	ENSG00000172748
COL6A5	ENSG00000172752
CFL1	ENSG00000172757
TMCC1	ENSG00000172765
NAA16	ENSG00000172766
OR5B3	ENSG00000172769
EFCAB12	ENSG00000172771
OR10W1	ENSG00000172772
FAM192A	ENSG00000172775
FADS6	ENSG00000172782
RAB37	ENSG00000172794
DCP2	ENSG00000172795
NA	ENSG00000172799
SNX32	ENSG00000172803
RPL38	ENSG00000172809
CYP7B1	ENSG00000172817
OVOL1	ENSG00000172818
RARG	ENSG00000172819
CES4A	ENSG00000172824
CES3	ENSG00000172828
SSH3	ENSG00000172830
CES2	ENSG00000172831
PDP2	ENSG00000172840
SP3	ENSG00000172845
KRT2	ENSG00000172867
DMXL1	ENSG00000172869
METAP1D	ENSG00000172878
ZNF621	ENSG00000172888
EGFL7	ENSG00000172889
NADSYN1	ENSG00000172890
DHCR7	ENSG00000172893
FLJ42102	ENSG00000172900
LVRN	ENSG00000172901
NA	ENSG00000172912
NBEA	ENSG00000172915
RNASEH2C	ENSG00000172922
MYEOV	ENSG00000172927
ANKRD13D	ENSG00000172932
MRGPRF	ENSG00000172935
MYD88	ENSG00000172936
MRGPRD	ENSG00000172938
OXSR1	ENSG00000172939
SLC22A13	ENSG00000172940
PHF8	ENSG00000172943
LCLAT1	ENSG00000172954
ADH6	ENSG00000172955
MIR4435-2HG	ENSG00000172965
XKR3	ENSG00000172967
FRG2C	ENSG00000172969
NA	ENSG00000172971
KAT5	ENSG00000172977
SH3RF3	ENSG00000172985
GXYLT2	ENSG00000172986
HPSE2	ENSG00000172987
DCAKD	ENSG00000172992
ARPP21	ENSG00000172995
TADA2B	ENSG00000173011
GRK2	ENSG00000173020
RELA	ENSG00000173039
EVC2	ENSG00000173040
ZNF680	ENSG00000173041
HECTD4	ENSG00000173064
FAM222B	ENSG00000173065
BNC2	ENSG00000173068
DEC1	ENSG00000173077
RXFP4	ENSG00000173080
HPSE	ENSG00000173083
COQ2	ENSG00000173085
CCDC63	ENSG00000173093
TRMT112	ENSG00000173113
LRRN3	ENSG00000173114
KDM2A	ENSG00000173120
ACSM6	ENSG00000173124
ADCK5	ENSG00000173137
MRPL57	ENSG00000173141
NOC3L	ENSG00000173145
ESRRA	ENSG00000173153
RHOD	ENSG00000173156
ADAMTS20	ENSG00000173157
COMMD1	ENSG00000173163
RAPH1	ENSG00000173166
MTX1	ENSG00000173171
ADCY5	ENSG00000173175
PARP14	ENSG00000173193
CYSLTR1	ENSG00000173198
PARP15	ENSG00000173200
CKS1B	ENSG00000173207
ABCD2	ENSG00000173208
AHSA2P	ENSG00000173209
ABLIM3	ENSG00000173210
MAB21L3	ENSG00000173212
MFSD4B	ENSG00000173214
VANGL1	ENSG00000173218
GLRX	ENSG00000173221
IQCB1	ENSG00000173226
SYT12	ENSG00000173227
GOLGB1	ENSG00000173230
C11orf86	ENSG00000173237
LIPM	ENSG00000173239
GPR151	ENSG00000173250
DMRT2	ENSG00000173253
ZNF483	ENSG00000173258
PLAC8L1	ENSG00000173261
SLC2A14	ENSG00000173262
GPR137	ENSG00000173264
SNCG	ENSG00000173267
MMRN2	ENSG00000173269
MZT2A	ENSG00000173272
TNKS	ENSG00000173273
ZNF449	ENSG00000173275
ZBTB21	ENSG00000173276
PPP1R3B	ENSG00000173281
OR10K1	ENSG00000173285
FAM86B3P	ENSG00000173295
GPR148	ENSG00000173302
STOX2	ENSG00000173320
MAP3K11	ENSG00000173327
TRIB1	ENSG00000173334
CST9	ENSG00000173335
KCNK7	ENSG00000173338
SFT2D3	ENSG00000173349
C1QB	ENSG00000173369
C1QA	ENSG00000173372
NDNF	ENSG00000173376
IQCF1	ENSG00000173389
OLR1	ENSG00000173391
GLIPR1L1	ENSG00000173401
DAG1	ENSG00000173402
INSM1	ENSG00000173404
DAB1	ENSG00000173406
ARV1	ENSG00000173409
NAA20	ENSG00000173418
CCDC36	ENSG00000173421
RNASE8	ENSG00000173431
SAA1	ENSG00000173432
EHBP1L1	ENSG00000173442
THAP2	ENSG00000173451
TMEM196	ENSG00000173452
RNF26	ENSG00000173456
SSSCA1	ENSG00000173465
AGR3	ENSG00000173467
SMARCC1	ENSG00000173473
PTPRM	ENSG00000173482
FKBP2	ENSG00000173486
VEGFB	ENSG00000173511
PEAK1	ENSG00000173517
TNFRSF10D	ENSG00000173530
MST1	ENSG00000173531
TNFRSF10C	ENSG00000173535
GMPPB	ENSG00000173540
MOB1B	ENSG00000173542
ZNF622	ENSG00000173545
CSPG4	ENSG00000173546
SNX33	ENSG00000173548
C2orf70	ENSG00000173557
NABP1	ENSG00000173559
ADGRF3	ENSG00000173567
NLRP13	ENSG00000173572
CHD2	ENSG00000173575
XCR1	ENSG00000173578
CCDC106	ENSG00000173581
CCR9	ENSG00000173585
CEP83	ENSG00000173588
SULT1B1	ENSG00000173597
NUDT4	ENSG00000173598
NUDT4B	ENSG00000173598
PC	ENSG00000173599
UGT2A1	ENSG00000173610
SCAI	ENSG00000173611
GPRC6A	ENSG00000173612
NMNAT1	ENSG00000173614
LRFN4	ENSG00000173621
TRAPPC3L	ENSG00000173626
APOBEC4	ENSG00000173627
SLC19A1	ENSG00000173638
HSPB7	ENSG00000173641
RCE1	ENSG00000173653
UQCRH	ENSG00000173660
TAS1R1	ENSG00000173662
HES3	ENSG00000173673
EIF1AX	ENSG00000173674
OR1L1	ENSG00000173679
BCLAF3	ENSG00000173681
PSMD1	ENSG00000173692
ADGRG2	ENSG00000173698
SPATA3	ENSG00000173699
MUC13	ENSG00000173702
SUSD5	ENSG00000173705
HEG1	ENSG00000173706
WFIKKN2	ENSG00000173714
C11orf80	ENSG00000173715
TOMM20	ENSG00000173726
NA	ENSG00000173727
C1orf100	ENSG00000173728
AGFG1	ENSG00000173744
STAT5B	ENSG00000173757
CD7	ENSG00000173762
TOPAZ1	ENSG00000173769
CNP	ENSG00000173786
JUP	ENSG00000173801
HAP1	ENSG00000173805
TDRD12	ENSG00000173809
EIF1	ENSG00000173812
ENDOV	ENSG00000173818
RNF213	ENSG00000173821
TIGD3	ENSG00000173825
KCNH6	ENSG00000173826
MARCH10	ENSG00000173838
PLK3	ENSG00000173846
NET1	ENSG00000173848
DPY19L1	ENSG00000173852
NA	ENSG00000173862
PHOSPHO1	ENSG00000173868
ZNF791	ENSG00000173875
PHC3	ENSG00000173889
GPR160	ENSG00000173890
CBX2	ENSG00000173894
SPTBN2	ENSG00000173898
GOLIM4	ENSG00000173905
KRT28	ENSG00000173908
RBM4B	ENSG00000173914
ATP5MD	ENSG00000173915
HOXB2	ENSG00000173917
C1QTNF1	ENSG00000173918
MARCH3	ENSG00000173926
SWSAP1	ENSG00000173928
SLCO4C1	ENSG00000173930
PIFO	ENSG00000173947
XXYLT1	ENSG00000173950
NA	ENSG00000173954
UBXN2A	ENSG00000173960
RAX2	ENSG00000173976
LRRC63	ENSG00000173988
TCAP	ENSG00000173991
CCS	ENSG00000173992
CEP19	ENSG00000174007
KLHL15	ENSG00000174010
FBXO45	ENSG00000174013
SPERT	ENSG00000174015
TENT5D	ENSG00000174016
GNG5	ENSG00000174021
NA	ENSG00000174028
SLC25A30	ENSG00000174032
C9orf131	ENSG00000174038
CD34	ENSG00000174059
CTSF	ENSG00000174080
MSRB3	ENSG00000174099
LEMD3	ENSG00000174106
C16orf91	ENSG00000174109
TLR10	ENSG00000174123
TLR1	ENSG00000174125
FAM174A	ENSG00000174132
RGMB	ENSG00000174136
FAM53A	ENSG00000174137
NWD2	ENSG00000174145
CYB561D1	ENSG00000174151
GSTA3	ENSG00000174156
ZDHHC24	ENSG00000174165
NA	ENSG00000174171
TRMT10C	ENSG00000174173
SELP	ENSG00000174175
CTU2	ENSG00000174177
MGA	ENSG00000174197
C12orf66	ENSG00000174206
ARL13A	ENSG00000174225
SNX31	ENSG00000174226
PIGG	ENSG00000174227
PRPF8	ENSG00000174231
ADCY6	ENSG00000174233
REP15	ENSG00000174236
PITPNA	ENSG00000174238
DDX23	ENSG00000174243
ZNF80	ENSG00000174255
ZNHIT2	ENSG00000174276
EVX2	ENSG00000174279
ZBTB4	ENSG00000174282
TNK1	ENSG00000174292
ZHX3	ENSG00000174306
PHLDA3	ENSG00000174307
SLC16A11	ENSG00000174326
SLC16A13	ENSG00000174327
GLIS1	ENSG00000174332
OR2Y1	ENSG00000174339
CHRNA9	ENSG00000174343
PODN	ENSG00000174348
SLC6A19	ENSG00000174358
SNHG11	ENSG00000174365
C11orf45	ENSG00000174370
EXO1	ENSG00000174371
RALGAPA1	ENSG00000174373
MIR1-1HG-AS1	ENSG00000174403
LIG4	ENSG00000174405
MIR1-1HG	ENSG00000174407
NA	ENSG00000174408
TRHR	ENSG00000174417
NA	ENSG00000174418
ABRA	ENSG00000174429
ATP2A2	ENSG00000174437
ZWILCH	ENSG00000174442
RPL4	ENSG00000174444
SNAPC5	ENSG00000174446
STARD6	ENSG00000174448
GOLGA6L2	ENSG00000174450
VWC2L	ENSG00000174453
C12orf76	ENSG00000174456
ZCCHC12	ENSG00000174460
CNTNAP2	ENSG00000174469
GALNTL6	ENSG00000174473
LINGO2	ENSG00000174482
DENND4A	ENSG00000174485
NA	ENSG00000174495
IGDCC3	ENSG00000174498
GCSAM	ENSG00000174500
ANKRD36C	ENSG00000174501
SLC26A9	ENSG00000174502
MFSD4A	ENSG00000174514
PELI3	ENSG00000174516
TTC9B	ENSG00000174521
MYO1H	ENSG00000174527
TMEM81	ENSG00000174529
MRPL11	ENSG00000174547
KLK15	ENSG00000174562
IL20RB	ENSG00000174564
GOLT1A	ENSG00000174567
AKIRIN1	ENSG00000174574
NPAS4	ENSG00000174576
MSL2	ENSG00000174579
TRAM1L1	ENSG00000174599
CMKLR1	ENSG00000174600
ANGEL2	ENSG00000174606
UGT8	ENSG00000174607
KY	ENSG00000174611
IQCK	ENSG00000174628
SLCO2A1	ENSG00000174640
C3orf36	ENSG00000174640
ZNF266	ENSG00000174652
OR7D4	ENSG00000174667
SLC29A2	ENSG00000174669
BRSK2	ENSG00000174672
NA	ENSG00000174678
GRIK1-AS1	ENSG00000174680
B4GAT1	ENSG00000174684
TMEM167A	ENSG00000174695
LEP	ENSG00000174697
SH3PXD2B	ENSG00000174705
KIAA1551	ENSG00000174718
LARP7	ENSG00000174720
FGFBP3	ENSG00000174721
NR1D2	ENSG00000174738
PABPC5	ENSG00000174740
BRMS1	ENSG00000174744
RPL15	ENSG00000174748
FAM241A	ENSG00000174749
HRAS	ENSG00000174775
WDR49	ENSG00000174776
SRP72	ENSG00000174780
PCP2	ENSG00000174788
RIN1	ENSG00000174791
ODAPH	ENSG00000174792
THAP6	ENSG00000174796
CEP135	ENSG00000174799
FZD4	ENSG00000174804
CD248	ENSG00000174807
BTC	ENSG00000174808
ADGRE1	ENSG00000174837
DENND6A	ENSG00000174839
PDE12	ENSG00000174840
GLMN	ENSG00000174842
DNAH12	ENSG00000174844
YIF1A	ENSG00000174851
CNIH2	ENSG00000174871
NLRP6	ENSG00000174885
NDUFA11	ENSG00000174886
RSRC1	ENSG00000174891
CATSPERD	ENSG00000174898
PQLC2L	ENSG00000174899
RAB1B	ENSG00000174903
OR9G1	ENSG00000174914
PTDSS2	ENSG00000174915
C19orf70	ENSG00000174917
C3orf33	ENSG00000174928
NA	ENSG00000174930
OR5M3	ENSG00000174937
SEZ6L2	ENSG00000174938
ASPHD1	ENSG00000174939
KCTD13	ENSG00000174943
P2RY14	ENSG00000174944
AMZ1	ENSG00000174945
GPR171	ENSG00000174946
GPR149	ENSG00000174948
CD164L2	ENSG00000174950
FUT1	ENSG00000174951
DHX36	ENSG00000174953
OR5J2	ENSG00000174957
ZIC4	ENSG00000174963
OR10AG1	ENSG00000174970
NA	ENSG00000174977
OR4S2	ENSG00000174982
FBXW8	ENSG00000174989
CA5A	ENSG00000174990
ZG16	ENSG00000174992
KLC2	ENSG00000174996
SLC22A1	ENSG00000175003
TEX36	ENSG00000175018
CTBP2	ENSG00000175029
CHST2	ENSG00000175040
ZDHHC14	ENSG00000175048
ATR	ENSG00000175054
LRRC75A-AS1	ENSG00000175061
UBE2C	ENSG00000175063
DSG4	ENSG00000175065
GK5	ENSG00000175066
VCPIP1	ENSG00000175073
RTP1	ENSG00000175077
DES	ENSG00000175084
PDIK1L	ENSG00000175087
SPSB4	ENSG00000175093
RAG2	ENSG00000175097
TRAF6	ENSG00000175104
ZNF654	ENSG00000175105
MRPS22	ENSG00000175110
PACS1	ENSG00000175115
WFDC5	ENSG00000175121
MARCKSL1	ENSG00000175130
SH3BP5L	ENSG00000175137
OR2T1	ENSG00000175143
TMEM51-AS1	ENSG00000175147
YPEL2	ENSG00000175155
CADM2	ENSG00000175161
ABO	ENSG00000175164
PSMD2	ENSG00000175166
NA	ENSG00000175170
PPM1E	ENSG00000175175
FAM131A	ENSG00000175182
CSRP2	ENSG00000175183
INHBC	ENSG00000175189
DDIT3	ENSG00000175197
PCCA	ENSG00000175198
HIGD2B	ENSG00000175202
DCTN2	ENSG00000175203
NPPA	ENSG00000175206
ZNF408	ENSG00000175213
CTDSP2	ENSG00000175215
CKAP5	ENSG00000175216
ARHGAP1	ENSG00000175220
MED16	ENSG00000175221
ATG13	ENSG00000175224
GAL3ST3	ENSG00000175229
C1orf127	ENSG00000175262
CHST1	ENSG00000175264
GOLGA8A	ENSG00000175265
VWA3A	ENSG00000175267
TP53I11	ENSG00000175274
DOLK	ENSG00000175283
PHYHD1	ENSG00000175287
CATSPER1	ENSG00000175294
CCNE2	ENSG00000175305
PHYKPL	ENSG00000175309
ANKS4B	ENSG00000175311
CST6	ENSG00000175315
GRAMD2A	ENSG00000175318
ZNF519	ENSG00000175322
LSM1	ENSG00000175324
PROP1	ENSG00000175325
ISX	ENSG00000175329
BANF1	ENSG00000175334
APOF	ENSG00000175336
CHRNA7	ENSG00000175344
TMEM9B	ENSG00000175348
NRIP3	ENSG00000175352
PTPN2	ENSG00000175354
SCUBE2	ENSG00000175356
EIF1AD	ENSG00000175376
SMAD2	ENSG00000175387
EIF3F	ENSG00000175390
ZNF25	ENSG00000175395
OR10P1	ENSG00000175398
ARL10	ENSG00000175414
CLTB	ENSG00000175416
PCSK1	ENSG00000175426
LPL	ENSG00000175445
RFESD	ENSG00000175449
CCDC14	ENSG00000175455
TBC1D10C	ENSG00000175463
SART1	ENSG00000175467
PPP2R2D	ENSG00000175470
MCTP1	ENSG00000175471
OR52W1	ENSG00000175485
LRRC25	ENSG00000175489
DPP10	ENSG00000175497
CLCF1	ENSG00000175505
TSGA10IP	ENSG00000175513
GPR152	ENSG00000175514
PNLIP	ENSG00000175535
LIPT2	ENSG00000175536
KCNE3	ENSG00000175538
CABP4	ENSG00000175544
ALG10B	ENSG00000175548
DRAP1	ENSG00000175550
LONRF3	ENSG00000175556
UCP3	ENSG00000175564
UCP2	ENSG00000175567
C11orf68	ENSG00000175573
PAAF1	ENSG00000175575
MRPL48	ENSG00000175581
RAB6A	ENSG00000175582
P2RY2	ENSG00000175591
FOSL1	ENSG00000175592
ERCC4	ENSG00000175595
SUGCT	ENSG00000175600
CCDC85B	ENSG00000175602
NA	ENSG00000175604
TMEM70	ENSG00000175606
LINC00476	ENSG00000175611
OR4B1	ENSG00000175619
RPS6KB2	ENSG00000175634
RMI2	ENSG00000175643
PRM1	ENSG00000175646
TOM1L2	ENSG00000175662
TEX26	ENSG00000175664
GOLGA8DP	ENSG00000175676
ZNF77	ENSG00000175691
GPR156	ENSG00000175697
CCDC197	ENSG00000175699
MTLN	ENSG00000175701
KDF1	ENSG00000175707
B3GNTL1	ENSG00000175711
RBMXL3	ENSG00000175718
MLXIP	ENSG00000175727
C11orf44	ENSG00000175728
NA	ENSG00000175730
NR2F1	ENSG00000175745
C15orf54	ENSG00000175746
NA	ENSG00000175749
AURKAIP1	ENSG00000175756
TTLL11	ENSG00000175764
EIF4E1B	ENSG00000175766
LOC646383	ENSG00000175773
C15orf53	ENSG00000175779
SLC35E3	ENSG00000175782
PRIMA1	ENSG00000175785
ZNF169	ENSG00000175787
RUVBL1	ENSG00000175792
SFN	ENSG00000175793
NA	ENSG00000175800
MSRA	ENSG00000175806
CBLL2	ENSG00000175809
CCDC168	ENSG00000175820
CTDNEP1	ENSG00000175826
ETV4	ENSG00000175832
NA	ENSG00000175841
SWI5	ENSG00000175854
GAPT	ENSG00000175857
BAIAP2	ENSG00000175866
CALCB	ENSG00000175868
CREG2	ENSG00000175874
TMEM270	ENSG00000175877
HOXD8	ENSG00000175879
ZDHHC21	ENSG00000175893
TSPEAR	ENSG00000175894
PLEKHF2	ENSG00000175895
A2M	ENSG00000175899
ARL4D	ENSG00000175906
DOK7	ENSG00000175920
LRRN1	ENSG00000175928
UBE2O	ENSG00000175931
KLHL38	ENSG00000175946
FLJ34503	ENSG00000175967
UNC119B	ENSG00000175970
DENND2C	ENSG00000175984
PLEKHD1	ENSG00000175985
ASCL3	ENSG00000176009
TUBB6	ENSG00000176014
LYSMD3	ENSG00000176018
B3GALT6	ENSG00000176022
ZNF613	ENSG00000176024
C11orf16	ENSG00000176029
TMPRSS7	ENSG00000176040
NA	ENSG00000176043
NUPR1	ENSG00000176046
JAKMIP2	ENSG00000176049
MBLAC2	ENSG00000176055
TPRN	ENSG00000176058
NA	ENSG00000176075
KCNE5	ENSG00000176076
ZNF683	ENSG00000176083
SLC35A4	ENSG00000176087
CRYBG2	ENSG00000176092
IP6K1	ENSG00000176095
SSNA1	ENSG00000176101
CSTF3	ENSG00000176102
YES1	ENSG00000176105
CHMP6	ENSG00000176108
DLEU1	ENSG00000176124
UFSP1	ENSG00000176125
MC5R	ENSG00000176136
TMEM39A	ENSG00000176142
TCP11L1	ENSG00000176148
GPX2	ENSG00000176153
CCDC57	ENSG00000176155
HSF5	ENSG00000176160
FOXG1	ENSG00000176165
SPHK1	ENSG00000176170
BNIP3	ENSG00000176171
ENTHD1	ENSG00000176177
MYPOP	ENSG00000176182
NA	ENSG00000176183
CIDEA	ENSG00000176194
OR11H4	ENSG00000176198
OR4D11	ENSG00000176200
LRRTM4	ENSG00000176204
ATAD5	ENSG00000176208
SMIM19	ENSG00000176209
OR11H6	ENSG00000176219
ZNF404	ENSG00000176222
RTTN	ENSG00000176225
OR4K17	ENSG00000176230
OR10H4	ENSG00000176231
C10orf111	ENSG00000176236
OR51B6	ENSG00000176239
NA	ENSG00000176243
ACBD7	ENSG00000176244
OR4L1	ENSG00000176246
ANAPC2	ENSG00000176248
OR4K13	ENSG00000176253
HMGB4	ENSG00000176256
ZBTB8OS	ENSG00000176261
SLC35G1	ENSG00000176273
OR4K5	ENSG00000176281
NA	ENSG00000176289
OR4K3	ENSG00000176290
ZNF135	ENSG00000176293
OR4N2	ENSG00000176294
FOXR1	ENSG00000176302
NA	ENSG00000176318
NA	ENSG00000176343
NA	ENSG00000176349
TAC4	ENSG00000176358
ZSCAN2	ENSG00000176371
PRR18	ENSG00000176381
B3GNT4	ENSG00000176383
CDC26	ENSG00000176386
HSD11B2	ENSG00000176387
CRLF3	ENSG00000176390
RNPEP	ENSG00000176393
EID2	ENSG00000176396
DMRTA1	ENSG00000176399
EID2B	ENSG00000176401
GJC3	ENSG00000176402
RIMS2	ENSG00000176406
KCMF1	ENSG00000176407
DNAJC30	ENSG00000176410
SPRYD4	ENSG00000176422
VPS37D	ENSG00000176428
CLEC14A	ENSG00000176435
SYNE3	ENSG00000176438
CLK2	ENSG00000176444
LPCAT4	ENSG00000176454
SLCO3A1	ENSG00000176463
ZNF575	ENSG00000176472
WDR25	ENSG00000176473
SGF29	ENSG00000176476
PLA2G16	ENSG00000176485
DIRAS1	ENSG00000176490
OR5AN1	ENSG00000176495
OR10AC1	ENSG00000176510
NA	ENSG00000176515
PHLDB3	ENSG00000176531
PRR15	ENSG00000176532
GNG7	ENSG00000176533
OR4C5	ENSG00000176540
USF3	ENSG00000176542
OR4C3	ENSG00000176547
OR4S1	ENSG00000176555
CNTD1	ENSG00000176563
DCAF4L2	ENSG00000176566
OR4X1	ENSG00000176567
CNBD1	ENSG00000176571
DMBT1P1	ENSG00000176584
LOC100128398	ENSG00000176593
KBTBD11	ENSG00000176595
B3GNT5	ENSG00000176597
MAP3K19	ENSG00000176601
C14orf177	ENSG00000176605
LMNB2	ENSG00000176619
RMDN1	ENSG00000176623
MEX3C	ENSG00000176624
HORMAD2	ENSG00000176635
RNF152	ENSG00000176641
NA	ENSG00000176654
MYO1D	ENSG00000176658
C20orf197	ENSG00000176659
FOXL1	ENSG00000176678
FOXC2	ENSG00000176692
BDNF	ENSG00000176697
SCAND2P	ENSG00000176700
CCDC121	ENSG00000176714
ACSF3	ENSG00000176715
NA	ENSG00000176716
BOK	ENSG00000176720
ZNF843	ENSG00000176723
TTTY14	ENSG00000176728
C8orf59	ENSG00000176731
PFN4	ENSG00000176732
OR51V1	ENSG00000176742
MAGEB6	ENSG00000176746
CDK5R1	ENSG00000176749
C15orf56	ENSG00000176753
LINC00303	ENSG00000176754
NA	ENSG00000176761
TCERG1L	ENSG00000176769
NCKAP5	ENSG00000176771
MAGEB18	ENSG00000176774
RUFY1	ENSG00000176783
OR52E2	ENSG00000176787
BASP1	ENSG00000176788
OR51L1	ENSG00000176798
LRRC37A3	ENSG00000176809
FKBP9P1	ENSG00000176826
VSIG10	ENSG00000176834
LOC101928274	ENSG00000176834
MIR7-3HG	ENSG00000176840
IRX5	ENSG00000176842
METRNL	ENSG00000176845
FAM91A1	ENSG00000176853
NA	ENSG00000176855
NA	ENSG00000176857
LOC107987135	ENSG00000176868
WSB2	ENSG00000176871
NA	ENSG00000176882
GRIN1	ENSG00000176884
SOX11	ENSG00000176887
TYMS	ENSG00000176890
OR51G2	ENSG00000176893
PXMP2	ENSG00000176894
TCEANC	ENSG00000176896
PNMA1	ENSG00000176903
NA	ENSG00000176904
TCIM	ENSG00000176907
MAMSTR	ENSG00000176909
TYMSOS	ENSG00000176912
ANKLE2	ENSG00000176915
C8G	ENSG00000176919
FUT2	ENSG00000176920
OR51S1	ENSG00000176922
NA	ENSG00000176923
EFCAB5	ENSG00000176927
GCNT4	ENSG00000176928
NA	ENSG00000176933
THAP4	ENSG00000176946
NFATC2IP	ENSG00000176953
LY6H	ENSG00000176956
NA	ENSG00000176970
FIBIN	ENSG00000176971
FAM89B	ENSG00000176973
SHMT1	ENSG00000176974
DPP7	ENSG00000176978
TRIM60	ENSG00000176979
NA	ENSG00000176984
SEC24C	ENSG00000176986
FMR1NB	ENSG00000176988
SMCR8	ENSG00000176994
NA	ENSG00000176998
MTHFR	ENSG00000177000
C19orf18	ENSG00000177025
DEAF1	ENSG00000177030
MTX3	ENSG00000177034
SIX5	ENSG00000177045
IFNW1	ENSG00000177047
FBXO46	ENSG00000177051
ZDHHC13	ENSG00000177054
SLC38A9	ENSG00000177058
ACER2	ENSG00000177076
WDR73	ENSG00000177082
POLE	ENSG00000177084
PHETA2	ENSG00000177096
SCN4B	ENSG00000177098
DSCAML1	ENSG00000177103
RHOG	ENSG00000177105
EPS8L2	ENSG00000177106
ZDHHC22	ENSG00000177108
MRVI1-AS1	ENSG00000177112
ANO6	ENSG00000177119
ZBTB34	ENSG00000177125
LINC00982	ENSG00000177133
FAM9B	ENSG00000177138
CETN1	ENSG00000177143
FAM210A	ENSG00000177150
TALDO1	ENSG00000177156
ULK1	ENSG00000177169
OR14C36	ENSG00000177174
RIMKLA	ENSG00000177181
CLVS1	ENSG00000177182
OR2M7	ENSG00000177186
RPS6KA3	ENSG00000177189
B3GNT8	ENSG00000177191
PUS1	ENSG00000177192
NA	ENSG00000177197
CHD9	ENSG00000177200
SPACA4	ENSG00000177202
GATD1	ENSG00000177225
OR2M1P	ENSG00000177233
LINC01561	ENSG00000177234
TRIM72	ENSG00000177238
MAN1B1	ENSG00000177239
NA	ENSG00000177261
KCNA3	ENSG00000177272
OR2AJ1	ENSG00000177275
FZD8	ENSG00000177283
GJD4	ENSG00000177291
FBXO39	ENSG00000177294
CLDN22	ENSG00000177300
KCNA2	ENSG00000177301
TOP3A	ENSG00000177302
CASKIN2	ENSG00000177303
ZBTB38	ENSG00000177311
BEND2	ENSG00000177324
C8orf31	ENSG00000177335
DLGAP1-AS1	ENSG00000177337
LINC00469	ENSG00000177338
FLJ13224	ENSG00000177340
CCDC71	ENSG00000177352
C10orf71	ENSG00000177354
OVOS2	ENSG00000177359
LRRN4CL	ENSG00000177363
FLJ40194	ENSG00000177369
TIMM22	ENSG00000177370
HIC1	ENSG00000177374
PPFIA3	ENSG00000177380
MAGEF1	ENSG00000177383
UMODL1	ENSG00000177398
NA	ENSG00000177400
LOC100049716	ENSG00000177406
SAMD9L	ENSG00000177409
ZFAS1	ENSG00000177410
UBE2U	ENSG00000177414
PAWR	ENSG00000177425
TGIF1	ENSG00000177426
MIEF2	ENSG00000177427
NAP1L5	ENSG00000177432
NA	ENSG00000177447
NIM1K	ENSG00000177453
