title	geo_accession	status	submission_date	last_update_date	type	channel_count	source_name_ch1	organism_ch1	characteristics_ch1	characteristics_ch1.1	characteristics_ch1.2	characteristics_ch1.3	characteristics_ch1.4	characteristics_ch1.5	characteristics_ch1.6	characteristics_ch1.7	characteristics_ch1.8	molecule_ch1	extract_protocol_ch1	extract_protocol_ch1.1	taxid_ch1	description	description.1	data_processing	data_processing.1	data_processing.2	data_processing.3	data_processing.4	platform_id	contact_name	contact_email	contact_phone	contact_laboratory	contact_department	contact_institute	contact_address	contact_city	contact_state	contact_zip.postal_code	contact_country	data_row_count	instrument_model	library_selection	library_source	library_strategy	relation	relation.1	supplementary_file_1	cell.type.ch1	diagnosis.ch1	neoplastic.ch1	patient.id.ch1	plate.id.ch1	selection.ch1	tissue.ch1	tsne.cluster.ch1	well.ch1
GBM cell 1927	GSM2245371	Public on Nov 01 2017	Jul 20 2016	Nov 01 2017	SRA	1	Brain	Homo sapiens	diagnosis: glioblastoma	plate id: 1001000233	well: H10	tissue: Periphery	patient id: BT_S4	tsne cluster: 2	cell type: Oligodendrocyte	neoplastic: Regular	selection: Unpanned	polyA RNA	single-cell sorting in 96-well plates followed by cDNA preparation using Smart-seq2	Smart-Seq2 for preparation of cDNA followed by library preparation using Nextera XT. Nextera tagmentation according to the standard protocol for single cell RNA-seq following Smart-Seq2	9606	Single cell from Periphery	1001000233.H10	Short read trimming: Prinseq to remove short reads (-min_len 30) trim the first 10 bp on the 5’-end (-trim_left 10), trim reads with low quality on the 3’-end (-trim_qual_right 25) and filter low complexity reads (-lc_method entropy \-lc_threshold 65).  We used FASTQC to determine overrepresented sequences and removed those using cutadapt (-e 0.15 –m 30). We then used Prinseq to remove orphan pairs less than 30bp in length followed by removal of nextera adapters using Trim Galore  (--stringency 1).	Read alignment: reads were aligned to the hg19 genome with STAR using the following options (-outFilterType BySJout \--outFilterMultimapNmax 20 \--alignSJoverhangMin 8 \--alignSJDBoverhangMin 1 \--outFilterMismatchNmax 999 \--outFilterMismatchNoverLmax 0.04 \--alignIntronMin 20 \--alignIntronMax 1000000 \--alignMatesGapMax 1000000 \--outSAMstrandField intronMotif ).	Per-gene read assignement: aligned reads were converted to counts for every gene using HTSeq (-m intersection-nonempty \-s no).	Genome_build: hg19	Supplementary_files_format_and_content: tab-delimited text files with raw read values for each sample	GPL18573	Spyros,,Darmanis	spyros.darmanis@gmail.com	6506960861	Stephen Quake	Bioengineering	Stanford University	Clark Center, E300	Stanford	California	94305	USA	0	Illumina NextSeq 500	cDNA	transcriptomic	RNA-Seq	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN05423605	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX1965567	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2245nnn/GSM2245371/suppl/GSM2245371_1001000233.H10.csv.gz	Oligodendrocyte	glioblastoma	Regular	BT_S4	1001000233	Unpanned	Periphery	2	H10
GBM cell 1928	GSM2245372	Public on Nov 01 2017	Jul 20 2016	Nov 01 2017	SRA	1	Brain	Homo sapiens	diagnosis: glioblastoma	plate id: 1001000233	well: A6	tissue: Periphery	patient id: BT_S4	tsne cluster: 2	cell type: Oligodendrocyte	neoplastic: Regular	selection: Unpanned	polyA RNA	single-cell sorting in 96-well plates followed by cDNA preparation using Smart-seq2	Smart-Seq2 for preparation of cDNA followed by library preparation using Nextera XT. Nextera tagmentation according to the standard protocol for single cell RNA-seq following Smart-Seq2	9606	Single cell from Periphery	1001000233.A6	Short read trimming: Prinseq to remove short reads (-min_len 30) trim the first 10 bp on the 5’-end (-trim_left 10), trim reads with low quality on the 3’-end (-trim_qual_right 25) and filter low complexity reads (-lc_method entropy \-lc_threshold 65).  We used FASTQC to determine overrepresented sequences and removed those using cutadapt (-e 0.15 –m 30). We then used Prinseq to remove orphan pairs less than 30bp in length followed by removal of nextera adapters using Trim Galore  (--stringency 1).	Read alignment: reads were aligned to the hg19 genome with STAR using the following options (-outFilterType BySJout \--outFilterMultimapNmax 20 \--alignSJoverhangMin 8 \--alignSJDBoverhangMin 1 \--outFilterMismatchNmax 999 \--outFilterMismatchNoverLmax 0.04 \--alignIntronMin 20 \--alignIntronMax 1000000 \--alignMatesGapMax 1000000 \--outSAMstrandField intronMotif ).	Per-gene read assignement: aligned reads were converted to counts for every gene using HTSeq (-m intersection-nonempty \-s no).	Genome_build: hg19	Supplementary_files_format_and_content: tab-delimited text files with raw read values for each sample	GPL18573	Spyros,,Darmanis	spyros.darmanis@gmail.com	6506960861	Stephen Quake	Bioengineering	Stanford University	Clark Center, E300	Stanford	California	94305	USA	0	Illumina NextSeq 500	cDNA	transcriptomic	RNA-Seq	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN05423606	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX1965568	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2245nnn/GSM2245372/suppl/GSM2245372_1001000233.A6.csv.gz	Oligodendrocyte	glioblastoma	Regular	BT_S4	1001000233	Unpanned	Periphery	2	A6
GBM cell 1929	GSM2245373	Public on Nov 01 2017	Jul 20 2016	Nov 01 2017	SRA	1	Brain	Homo sapiens	diagnosis: glioblastoma	plate id: 1001000233	well: D10	tissue: Periphery	patient id: BT_S4	tsne cluster: 2	cell type: Oligodendrocyte	neoplastic: Regular	selection: Unpanned	polyA RNA	single-cell sorting in 96-well plates followed by cDNA preparation using Smart-seq2	Smart-Seq2 for preparation of cDNA followed by library preparation using Nextera XT. Nextera tagmentation according to the standard protocol for single cell RNA-seq following Smart-Seq2	9606	Single cell from Periphery	1001000233.D10	Short read trimming: Prinseq to remove short reads (-min_len 30) trim the first 10 bp on the 5’-end (-trim_left 10), trim reads with low quality on the 3’-end (-trim_qual_right 25) and filter low complexity reads (-lc_method entropy \-lc_threshold 65).  We used FASTQC to determine overrepresented sequences and removed those using cutadapt (-e 0.15 –m 30). We then used Prinseq to remove orphan pairs less than 30bp in length followed by removal of nextera adapters using Trim Galore  (--stringency 1).	Read alignment: reads were aligned to the hg19 genome with STAR using the following options (-outFilterType BySJout \--outFilterMultimapNmax 20 \--alignSJoverhangMin 8 \--alignSJDBoverhangMin 1 \--outFilterMismatchNmax 999 \--outFilterMismatchNoverLmax 0.04 \--alignIntronMin 20 \--alignIntronMax 1000000 \--alignMatesGapMax 1000000 \--outSAMstrandField intronMotif ).	Per-gene read assignement: aligned reads were converted to counts for every gene using HTSeq (-m intersection-nonempty \-s no).	Genome_build: hg19	Supplementary_files_format_and_content: tab-delimited text files with raw read values for each sample	GPL18573	Spyros,,Darmanis	spyros.darmanis@gmail.com	6506960861	Stephen Quake	Bioengineering	Stanford University	Clark Center, E300	Stanford	California	94305	USA	0	Illumina NextSeq 500	cDNA	transcriptomic	RNA-Seq	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN05423607	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX1965569	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2245nnn/GSM2245373/suppl/GSM2245373_1001000233.D10.csv.gz	Oligodendrocyte	glioblastoma	Regular	BT_S4	1001000233	Unpanned	Periphery	2	D10
GBM cell 1930	GSM2245374	Public on Nov 01 2017	Jul 20 2016	Nov 01 2017	SRA	1	Brain	Homo sapiens	diagnosis: glioblastoma	plate id: 1001000233	well: C6	tissue: Periphery	patient id: BT_S4	tsne cluster: 2	cell type: Oligodendrocyte	neoplastic: Regular	selection: Unpanned	polyA RNA	single-cell sorting in 96-well plates followed by cDNA preparation using Smart-seq2	Smart-Seq2 for preparation of cDNA followed by library preparation using Nextera XT. Nextera tagmentation according to the standard protocol for single cell RNA-seq following Smart-Seq2	9606	Single cell from Periphery	1001000233.C6	Short read trimming: Prinseq to remove short reads (-min_len 30) trim the first 10 bp on the 5’-end (-trim_left 10), trim reads with low quality on the 3’-end (-trim_qual_right 25) and filter low complexity reads (-lc_method entropy \-lc_threshold 65).  We used FASTQC to determine overrepresented sequences and removed those using cutadapt (-e 0.15 –m 30). We then used Prinseq to remove orphan pairs less than 30bp in length followed by removal of nextera adapters using Trim Galore  (--stringency 1).	Read alignment: reads were aligned to the hg19 genome with STAR using the following options (-outFilterType BySJout \--outFilterMultimapNmax 20 \--alignSJoverhangMin 8 \--alignSJDBoverhangMin 1 \--outFilterMismatchNmax 999 \--outFilterMismatchNoverLmax 0.04 \--alignIntronMin 20 \--alignIntronMax 1000000 \--alignMatesGapMax 1000000 \--outSAMstrandField intronMotif ).	Per-gene read assignement: aligned reads were converted to counts for every gene using HTSeq (-m intersection-nonempty \-s no).	Genome_build: hg19	Supplementary_files_format_and_content: tab-delimited text files with raw read values for each sample	GPL18573	Spyros,,Darmanis	spyros.darmanis@gmail.com	6506960861	Stephen Quake	Bioengineering	Stanford University	Clark Center, E300	Stanford	California	94305	USA	0	Illumina NextSeq 500	cDNA	transcriptomic	RNA-Seq	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN05423608	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX1965570	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2245nnn/GSM2245374/suppl/GSM2245374_1001000233.C6.csv.gz	Oligodendrocyte	glioblastoma	Regular	BT_S4	1001000233	Unpanned	Periphery	2	C6
GBM cell 1931	GSM2245375	Public on Nov 01 2017	Jul 20 2016	Nov 01 2017	SRA	1	Brain	Homo sapiens	diagnosis: glioblastoma	plate id: 1001000233	well: C4	tissue: Periphery	patient id: BT_S4	tsne cluster: 2	cell type: Oligodendrocyte	neoplastic: Regular	selection: Unpanned	polyA RNA	single-cell sorting in 96-well plates followed by cDNA preparation using Smart-seq2	Smart-Seq2 for preparation of cDNA followed by library preparation using Nextera XT. Nextera tagmentation according to the standard protocol for single cell RNA-seq following Smart-Seq2	9606	Single cell from Periphery	1001000233.C4	Short read trimming: Prinseq to remove short reads (-min_len 30) trim the first 10 bp on the 5’-end (-trim_left 10), trim reads with low quality on the 3’-end (-trim_qual_right 25) and filter low complexity reads (-lc_method entropy \-lc_threshold 65).  We used FASTQC to determine overrepresented sequences and removed those using cutadapt (-e 0.15 –m 30). We then used Prinseq to remove orphan pairs less than 30bp in length followed by removal of nextera adapters using Trim Galore  (--stringency 1).	Read alignment: reads were aligned to the hg19 genome with STAR using the following options (-outFilterType BySJout \--outFilterMultimapNmax 20 \--alignSJoverhangMin 8 \--alignSJDBoverhangMin 1 \--outFilterMismatchNmax 999 \--outFilterMismatchNoverLmax 0.04 \--alignIntronMin 20 \--alignIntronMax 1000000 \--alignMatesGapMax 1000000 \--outSAMstrandField intronMotif ).	Per-gene read assignement: aligned reads were converted to counts for every gene using HTSeq (-m intersection-nonempty \-s no).	Genome_build: hg19	Supplementary_files_format_and_content: tab-delimited text files with raw read values for each sample	GPL18573	Spyros,,Darmanis	spyros.darmanis@gmail.com	6506960861	Stephen Quake	Bioengineering	Stanford University	Clark Center, E300	Stanford	California	94305	USA	0	Illumina NextSeq 500	cDNA	transcriptomic	RNA-Seq	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN05423609	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX1965571	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2245nnn/GSM2245375/suppl/GSM2245375_1001000233.C4.csv.gz	Oligodendrocyte	glioblastoma	Regular	BT_S4	1001000233	Unpanned	Periphery	2	C4
GBM cell 1932	GSM2245376	Public on Nov 01 2017	Jul 20 2016	Nov 01 2017	SRA	1	Brain	Homo sapiens	diagnosis: glioblastoma	plate id: 1001000233	well: G11	tissue: Periphery	patient id: BT_S4	tsne cluster: 9	cell type: OPC	neoplastic: Regular	selection: Unpanned	polyA RNA	single-cell sorting in 96-well plates followed by cDNA preparation using Smart-seq2	Smart-Seq2 for preparation of cDNA followed by library preparation using Nextera XT. Nextera tagmentation according to the standard protocol for single cell RNA-seq following Smart-Seq2	9606	Single cell from Periphery	1001000233.G11	Short read trimming: Prinseq to remove short reads (-min_len 30) trim the first 10 bp on the 5’-end (-trim_left 10), trim reads with low quality on the 3’-end (-trim_qual_right 25) and filter low complexity reads (-lc_method entropy \-lc_threshold 65).  We used FASTQC to determine overrepresented sequences and removed those using cutadapt (-e 0.15 –m 30). We then used Prinseq to remove orphan pairs less than 30bp in length followed by removal of nextera adapters using Trim Galore  (--stringency 1).	Read alignment: reads were aligned to the hg19 genome with STAR using the following options (-outFilterType BySJout \--outFilterMultimapNmax 20 \--alignSJoverhangMin 8 \--alignSJDBoverhangMin 1 \--outFilterMismatchNmax 999 \--outFilterMismatchNoverLmax 0.04 \--alignIntronMin 20 \--alignIntronMax 1000000 \--alignMatesGapMax 1000000 \--outSAMstrandField intronMotif ).	Per-gene read assignement: aligned reads were converted to counts for every gene using HTSeq (-m intersection-nonempty \-s no).	Genome_build: hg19	Supplementary_files_format_and_content: tab-delimited text files with raw read values for each sample	GPL18573	Spyros,,Darmanis	spyros.darmanis@gmail.com	6506960861	Stephen Quake	Bioengineering	Stanford University	Clark Center, E300	Stanford	California	94305	USA	0	Illumina NextSeq 500	cDNA	transcriptomic	RNA-Seq	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN05423610	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX1965572	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2245nnn/GSM2245376/suppl/GSM2245376_1001000233.G11.csv.gz	OPC	glioblastoma	Regular	BT_S4	1001000233	Unpanned	Periphery	9	G11
GBM cell 1933	GSM2245377	Public on Nov 01 2017	Jul 20 2016	Nov 01 2017	SRA	1	Brain	Homo sapiens	diagnosis: glioblastoma	plate id: 1001000234	well: E10	tissue: Periphery	patient id: BT_S4	tsne cluster: 9	cell type: OPC	neoplastic: Regular	selection: Unpanned	polyA RNA	single-cell sorting in 96-well plates followed by cDNA preparation using Smart-seq2	Smart-Seq2 for preparation of cDNA followed by library preparation using Nextera XT. Nextera tagmentation according to the standard protocol for single cell RNA-seq following Smart-Seq2	9606	Single cell from Periphery	1001000234.E10	Short read trimming: Prinseq to remove short reads (-min_len 30) trim the first 10 bp on the 5’-end (-trim_left 10), trim reads with low quality on the 3’-end (-trim_qual_right 25) and filter low complexity reads (-lc_method entropy \-lc_threshold 65).  We used FASTQC to determine overrepresented sequences and removed those using cutadapt (-e 0.15 –m 30). We then used Prinseq to remove orphan pairs less than 30bp in length followed by removal of nextera adapters using Trim Galore  (--stringency 1).	Read alignment: reads were aligned to the hg19 genome with STAR using the following options (-outFilterType BySJout \--outFilterMultimapNmax 20 \--alignSJoverhangMin 8 \--alignSJDBoverhangMin 1 \--outFilterMismatchNmax 999 \--outFilterMismatchNoverLmax 0.04 \--alignIntronMin 20 \--alignIntronMax 1000000 \--alignMatesGapMax 1000000 \--outSAMstrandField intronMotif ).	Per-gene read assignement: aligned reads were converted to counts for every gene using HTSeq (-m intersection-nonempty \-s no).	Genome_build: hg19	Supplementary_files_format_and_content: tab-delimited text files with raw read values for each sample	GPL18573	Spyros,,Darmanis	spyros.darmanis@gmail.com	6506960861	Stephen Quake	Bioengineering	Stanford University	Clark Center, E300	Stanford	California	94305	USA	0	Illumina NextSeq 500	cDNA	transcriptomic	RNA-Seq	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN05423611	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX1965573	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2245nnn/GSM2245377/suppl/GSM2245377_1001000234.E10.csv.gz	OPC	glioblastoma	Regular	BT_S4	1001000234	Unpanned	Periphery	9	E10
GBM cell 1934	GSM2245378	Public on Nov 01 2017	Jul 20 2016	Nov 01 2017	SRA	1	Brain	Homo sapiens	diagnosis: glioblastoma	plate id: 1001000234	well: C3	tissue: Periphery	patient id: BT_S4	tsne cluster: 2	cell type: Oligodendrocyte	neoplastic: Regular	selection: Unpanned	polyA RNA	single-cell sorting in 96-well plates followed by cDNA preparation using Smart-seq2	Smart-Seq2 for preparation of cDNA followed by library preparation using Nextera XT. Nextera tagmentation according to the standard protocol for single cell RNA-seq following Smart-Seq2	9606	Single cell from Periphery	1001000234.C3	Short read trimming: Prinseq to remove short reads (-min_len 30) trim the first 10 bp on the 5’-end (-trim_left 10), trim reads with low quality on the 3’-end (-trim_qual_right 25) and filter low complexity reads (-lc_method entropy \-lc_threshold 65).  We used FASTQC to determine overrepresented sequences and removed those using cutadapt (-e 0.15 –m 30). We then used Prinseq to remove orphan pairs less than 30bp in length followed by removal of nextera adapters using Trim Galore  (--stringency 1).	Read alignment: reads were aligned to the hg19 genome with STAR using the following options (-outFilterType BySJout \--outFilterMultimapNmax 20 \--alignSJoverhangMin 8 \--alignSJDBoverhangMin 1 \--outFilterMismatchNmax 999 \--outFilterMismatchNoverLmax 0.04 \--alignIntronMin 20 \--alignIntronMax 1000000 \--alignMatesGapMax 1000000 \--outSAMstrandField intronMotif ).	Per-gene read assignement: aligned reads were converted to counts for every gene using HTSeq (-m intersection-nonempty \-s no).	Genome_build: hg19	Supplementary_files_format_and_content: tab-delimited text files with raw read values for each sample	GPL18573	Spyros,,Darmanis	spyros.darmanis@gmail.com	6506960861	Stephen Quake	Bioengineering	Stanford University	Clark Center, E300	Stanford	California	94305	USA	0	Illumina NextSeq 500	cDNA	transcriptomic	RNA-Seq	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN05423555	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX1965574	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2245nnn/GSM2245378/suppl/GSM2245378_1001000234.C3.csv.gz	Oligodendrocyte	glioblastoma	Regular	BT_S4	1001000234	Unpanned	Periphery	2	C3
GBM cell 1935	GSM2245379	Public on Nov 01 2017	Jul 20 2016	Nov 01 2017	SRA	1	Brain	Homo sapiens	diagnosis: glioblastoma	plate id: 1001000234	well: C9	tissue: Periphery	patient id: BT_S4	tsne cluster: 2	cell type: Oligodendrocyte	neoplastic: Regular	selection: Unpanned	polyA RNA	single-cell sorting in 96-well plates followed by cDNA preparation using Smart-seq2	Smart-Seq2 for preparation of cDNA followed by library preparation using Nextera XT. Nextera tagmentation according to the standard protocol for single cell RNA-seq following Smart-Seq2	9606	Single cell from Periphery	1001000234.C9	Short read trimming: Prinseq to remove short reads (-min_len 30) trim the first 10 bp on the 5’-end (-trim_left 10), trim reads with low quality on the 3’-end (-trim_qual_right 25) and filter low complexity reads (-lc_method entropy \-lc_threshold 65).  We used FASTQC to determine overrepresented sequences and removed those using cutadapt (-e 0.15 –m 30). We then used Prinseq to remove orphan pairs less than 30bp in length followed by removal of nextera adapters using Trim Galore  (--stringency 1).	Read alignment: reads were aligned to the hg19 genome with STAR using the following options (-outFilterType BySJout \--outFilterMultimapNmax 20 \--alignSJoverhangMin 8 \--alignSJDBoverhangMin 1 \--outFilterMismatchNmax 999 \--outFilterMismatchNoverLmax 0.04 \--alignIntronMin 20 \--alignIntronMax 1000000 \--alignMatesGapMax 1000000 \--outSAMstrandField intronMotif ).	Per-gene read assignement: aligned reads were converted to counts for every gene using HTSeq (-m intersection-nonempty \-s no).	Genome_build: hg19	Supplementary_files_format_and_content: tab-delimited text files with raw read values for each sample	GPL18573	Spyros,,Darmanis	spyros.darmanis@gmail.com	6506960861	Stephen Quake	Bioengineering	Stanford University	Clark Center, E300	Stanford	California	94305	USA	0	Illumina NextSeq 500	cDNA	transcriptomic	RNA-Seq	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN05423556	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX1965575	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2245nnn/GSM2245379/suppl/GSM2245379_1001000234.C9.csv.gz	Oligodendrocyte	glioblastoma	Regular	BT_S4	1001000234	Unpanned	Periphery	2	C9
GBM cell 1936	GSM2245380	Public on Nov 01 2017	Jul 20 2016	Nov 01 2017	SRA	1	Brain	Homo sapiens	diagnosis: glioblastoma	plate id: 1001000235	well: G4	tissue: Tumor	patient id: BT_S4	tsne cluster: 8	cell type: Immune cell	neoplastic: Regular	selection: Microglia(CD45)	polyA RNA	single-cell sorting in 96-well plates followed by cDNA preparation using Smart-seq2	Smart-Seq2 for preparation of cDNA followed by library preparation using Nextera XT. Nextera tagmentation according to the standard protocol for single cell RNA-seq following Smart-Seq2	9606	Single cell from Tumor	1001000235.G4	Short read trimming: Prinseq to remove short reads (-min_len 30) trim the first 10 bp on the 5’-end (-trim_left 10), trim reads with low quality on the 3’-end (-trim_qual_right 25) and filter low complexity reads (-lc_method entropy \-lc_threshold 65).  We used FASTQC to determine overrepresented sequences and removed those using cutadapt (-e 0.15 –m 30). We then used Prinseq to remove orphan pairs less than 30bp in length followed by removal of nextera adapters using Trim Galore  (--stringency 1).	Read alignment: reads were aligned to the hg19 genome with STAR using the following options (-outFilterType BySJout \--outFilterMultimapNmax 20 \--alignSJoverhangMin 8 \--alignSJDBoverhangMin 1 \--outFilterMismatchNmax 999 \--outFilterMismatchNoverLmax 0.04 \--alignIntronMin 20 \--alignIntronMax 1000000 \--alignMatesGapMax 1000000 \--outSAMstrandField intronMotif ).	Per-gene read assignement: aligned reads were converted to counts for every gene using HTSeq (-m intersection-nonempty \-s no).	Genome_build: hg19	Supplementary_files_format_and_content: tab-delimited text files with raw read values for each sample	GPL18573	Spyros,,Darmanis	spyros.darmanis@gmail.com	6506960861	Stephen Quake	Bioengineering	Stanford University	Clark Center, E300	Stanford	California	94305	USA	0	Illumina NextSeq 500	cDNA	transcriptomic	RNA-Seq	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN05423557	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX1965576	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2245nnn/GSM2245380/suppl/GSM2245380_1001000235.G4.csv.gz	Immune cell	glioblastoma	Regular	BT_S4	1001000235	Microglia(CD45)	Tumor	8	G4
GBM cell 1937	GSM2245381	Public on Nov 01 2017	Jul 20 2016	Nov 01 2017	SRA	1	Brain	Homo sapiens	diagnosis: glioblastoma	plate id: 1001000235	well: C1	tissue: Tumor	patient id: BT_S4	tsne cluster: 8	cell type: Immune cell	neoplastic: Regular	selection: Microglia(CD45)	polyA RNA	single-cell sorting in 96-well plates followed by cDNA preparation using Smart-seq2	Smart-Seq2 for preparation of cDNA followed by library preparation using Nextera XT. Nextera tagmentation according to the standard protocol for single cell RNA-seq following Smart-Seq2	9606	Single cell from Tumor	1001000235.C1	Short read trimming: Prinseq to remove short reads (-min_len 30) trim the first 10 bp on the 5’-end (-trim_left 10), trim reads with low quality on the 3’-end (-trim_qual_right 25) and filter low complexity reads (-lc_method entropy \-lc_threshold 65).  We used FASTQC to determine overrepresented sequences and removed those using cutadapt (-e 0.15 –m 30). We then used Prinseq to remove orphan pairs less than 30bp in length followed by removal of nextera adapters using Trim Galore  (--stringency 1).	Read alignment: reads were aligned to the hg19 genome with STAR using the following options (-outFilterType BySJout \--outFilterMultimapNmax 20 \--alignSJoverhangMin 8 \--alignSJDBoverhangMin 1 \--outFilterMismatchNmax 999 \--outFilterMismatchNoverLmax 0.04 \--alignIntronMin 20 \--alignIntronMax 1000000 \--alignMatesGapMax 1000000 \--outSAMstrandField intronMotif ).	Per-gene read assignement: aligned reads were converted to counts for every gene using HTSeq (-m intersection-nonempty \-s no).	Genome_build: hg19	Supplementary_files_format_and_content: tab-delimited text files with raw read values for each sample	GPL18573	Spyros,,Darmanis	spyros.darmanis@gmail.com	6506960861	Stephen Quake	Bioengineering	Stanford University	Clark Center, E300	Stanford	California	94305	USA	0	Illumina NextSeq 500	cDNA	transcriptomic	RNA-Seq	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN05423612	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX1965577	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2245nnn/GSM2245381/suppl/GSM2245381_1001000235.C1.csv.gz	Immune cell	glioblastoma	Regular	BT_S4	1001000235	Microglia(CD45)	Tumor	8	C1
GBM cell 1938	GSM2245382	Public on Nov 01 2017	Jul 20 2016	Nov 01 2017	SRA	1	Brain	Homo sapiens	diagnosis: glioblastoma	plate id: 1001000235	well: A9	tissue: Tumor	patient id: BT_S4	tsne cluster: 8	cell type: Immune cell	neoplastic: Regular	selection: Microglia(CD45)	polyA RNA	single-cell sorting in 96-well plates followed by cDNA preparation using Smart-seq2	Smart-Seq2 for preparation of cDNA followed by library preparation using Nextera XT. Nextera tagmentation according to the standard protocol for single cell RNA-seq following Smart-Seq2	9606	Single cell from Tumor	1001000235.A9	Short read trimming: Prinseq to remove short reads (-min_len 30) trim the first 10 bp on the 5’-end (-trim_left 10), trim reads with low quality on the 3’-end (-trim_qual_right 25) and filter low complexity reads (-lc_method entropy \-lc_threshold 65).  We used FASTQC to determine overrepresented sequences and removed those using cutadapt (-e 0.15 –m 30). We then used Prinseq to remove orphan pairs less than 30bp in length followed by removal of nextera adapters using Trim Galore  (--stringency 1).	Read alignment: reads were aligned to the hg19 genome with STAR using the following options (-outFilterType BySJout \--outFilterMultimapNmax 20 \--alignSJoverhangMin 8 \--alignSJDBoverhangMin 1 \--outFilterMismatchNmax 999 \--outFilterMismatchNoverLmax 0.04 \--alignIntronMin 20 \--alignIntronMax 1000000 \--alignMatesGapMax 1000000 \--outSAMstrandField intronMotif ).	Per-gene read assignement: aligned reads were converted to counts for every gene using HTSeq (-m intersection-nonempty \-s no).	Genome_build: hg19	Supplementary_files_format_and_content: tab-delimited text files with raw read values for each sample	GPL18573	Spyros,,Darmanis	spyros.darmanis@gmail.com	6506960861	Stephen Quake	Bioengineering	Stanford University	Clark Center, E300	Stanford	California	94305	USA	0	Illumina NextSeq 500	cDNA	transcriptomic	RNA-Seq	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN05423613	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX1965578	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2245nnn/GSM2245382/suppl/GSM2245382_1001000235.A9.csv.gz	Immune cell	glioblastoma	Regular	BT_S4	1001000235	Microglia(CD45)	Tumor	8	A9
